month,level_1,level_2,value
1981-08,Number Of Air Passenger Departures,North East Asia,na
1981-08,Number Of Air Passenger Departures,South Asia,na
1981-08,Number Of Air Passenger Departures,Middle East,na
1981-08,Number Of Air Passenger Departures,Oceania,na
1981-08,Number Of Air Passenger Departures,Europe,na
1981-08,Number Of Air Passenger Departures,North America,na
1981-08,Number Of Air Passenger Departures,Other Regions,na
1981-09,Number Of Air Passenger Departures,South East Asia,na
1981-09,Number Of Air Passenger Departures,North East Asia,na
1981-09,Number Of Air Passenger Departures,South Asia,na
1981-09,Number Of Air Passenger Departures,Middle East,na
1981-09,Number Of Air Passenger Departures,Oceania,na
1981-09,Number Of Air Passenger Departures,Europe,na
1981-09,Number Of Air Passenger Departures,North America,na
1981-09,Number Of Air Passenger Departures,Other Regions,na
1981-10,Number Of Air Passenger Departures,South East Asia,na
1981-10,Number Of Air Passenger Departures,North East Asia,na
1981-10,Number Of Air Passenger Departures,South Asia,na
1981-10,Number Of Air Passenger Departures,Middle East,na
1981-10,Number Of Air Passenger Departures,Oceania,na
1981-10,Number Of Air Passenger Departures,Europe,na
1981-10,Number Of Air Passenger Departures,North America,na
1981-10,Number Of Air Passenger Departures,Other Regions,na
1981-11,Number Of Air Passenger Departures,South East Asia,na
1981-11,Number Of Air Passenger Departures,North East Asia,na
1981-11,Number Of Air Passenger Departures,South Asia,na
1981-11,Number Of Air Passenger Departures,Middle East,na
1981-11,Number Of Air Passenger Departures,Oceania,na
1981-11,Number Of Air Passenger Departures,Europe,na
1981-11,Number Of Air Passenger Departures,North America,na
1981-11,Number Of Air Passenger Departures,Other Regions,na
1981-12,Number Of Air Passenger Departures,South East Asia,na
1981-12,Number Of Air Passenger Departures,North East Asia,na
1981-12,Number Of Air Passenger Departures,South Asia,na
1981-12,Number Of Air Passenger Departures,Middle East,na
1981-12,Number Of Air Passenger Departures,Oceania,na
1981-12,Number Of Air Passenger Departures,Europe,na
1981-12,Number Of Air Passenger Departures,North America,na
1981-12,Number Of Air Passenger Departures,Other Regions,na
1982-01,Number Of Air Passenger Departures,South East Asia,na
1982-01,Number Of Air Passenger Departures,North East Asia,na
1982-01,Number Of Air Passenger Departures,South Asia,na
1982-01,Number Of Air Passenger Departures,Middle East,na
1982-01,Number Of Air Passenger Departures,Oceania,na
1982-01,Number Of Air Passenger Departures,Europe,na
1982-01,Number Of Air Passenger Departures,North America,na
1982-01,Number Of Air Passenger Departures,Other Regions,na
1982-02,Number Of Air Passenger Departures,South East Asia,na
1982-02,Number Of Air Passenger Departures,North East Asia,na
1982-02,Number Of Air Passenger Departures,South Asia,na
1982-02,Number Of Air Passenger Departures,Middle East,na
1982-02,Number Of Air Passenger Departures,Oceania,na
1982-02,Number Of Air Passenger Departures,Europe,na
1982-02,Number Of Air Passenger Departures,North America,na
1982-02,Number Of Air Passenger Departures,Other Regions,na
1982-03,Number Of Air Passenger Departures,South East Asia,na
1982-03,Number Of Air Passenger Departures,North East Asia,na
1982-03,Number Of Air Passenger Departures,South Asia,na
1982-03,Number Of Air Passenger Departures,Middle East,na
1982-03,Number Of Air Passenger Departures,Oceania,na
1982-03,Number Of Air Passenger Departures,Europe,na
1982-03,Number Of Air Passenger Departures,North America,na
1982-03,Number Of Air Passenger Departures,Other Regions,na
1982-04,Number Of Air Passenger Departures,South East Asia,na
1982-04,Number Of Air Passenger Departures,North East Asia,na
1982-04,Number Of Air Passenger Departures,South Asia,na
1982-04,Number Of Air Passenger Departures,Middle East,na
1982-04,Number Of Air Passenger Departures,Oceania,na
1982-04,Number Of Air Passenger Departures,Europe,na
1982-04,Number Of Air Passenger Departures,North America,na
1982-04,Number Of Air Passenger Departures,Other Regions,na
1982-05,Number Of Air Passenger Departures,South East Asia,na
1982-05,Number Of Air Passenger Departures,North East Asia,na
1982-05,Number Of Air Passenger Departures,South Asia,na
1982-05,Number Of Air Passenger Departures,Middle East,na
1982-05,Number Of Air Passenger Departures,Oceania,na
1982-05,Number Of Air Passenger Departures,Europe,na
1982-05,Number Of Air Passenger Departures,North America,na
1982-05,Number Of Air Passenger Departures,Other Regions,na
1982-06,Number Of Air Passenger Departures,South East Asia,na
1982-06,Number Of Air Passenger Departures,North East Asia,na
1982-06,Number Of Air Passenger Departures,South Asia,na
1982-06,Number Of Air Passenger Departures,Middle East,na
1982-06,Number Of Air Passenger Departures,Oceania,na
1982-06,Number Of Air Passenger Departures,Europe,na
1982-06,Number Of Air Passenger Departures,North America,na
1982-06,Number Of Air Passenger Departures,Other Regions,na
1982-07,Number Of Air Passenger Departures,South East Asia,na
1982-07,Number Of Air Passenger Departures,North East Asia,na
1982-07,Number Of Air Passenger Departures,South Asia,na
1982-07,Number Of Air Passenger Departures,Middle East,na
1982-07,Number Of Air Passenger Departures,Oceania,na
1982-07,Number Of Air Passenger Departures,Europe,na
1982-07,Number Of Air Passenger Departures,North America,na
1982-07,Number Of Air Passenger Departures,Other Regions,na
1982-08,Number Of Air Passenger Departures,South East Asia,na
1982-08,Number Of Air Passenger Departures,North East Asia,na
1982-08,Number Of Air Passenger Departures,South Asia,na
1982-08,Number Of Air Passenger Departures,Middle East,na
1982-08,Number Of Air Passenger Departures,Oceania,na
1982-08,Number Of Air Passenger Departures,Europe,na
1982-08,Number Of Air Passenger Departures,North America,na
1982-08,Number Of Air Passenger Departures,Other Regions,na
1982-09,Number Of Air Passenger Departures,South East Asia,na
1982-09,Number Of Air Passenger Departures,North East Asia,na
1982-09,Number Of Air Passenger Departures,South Asia,na
1982-09,Number Of Air Passenger Departures,Middle East,na
1982-09,Number Of Air Passenger Departures,Oceania,na
1982-09,Number Of Air Passenger Departures,Europe,na
1982-09,Number Of Air Passenger Departures,North America,na
1982-09,Number Of Air Passenger Departures,Other Regions,na
1982-10,Number Of Air Passenger Departures,South East Asia,na
1982-10,Number Of Air Passenger Departures,North East Asia,na
1982-10,Number Of Air Passenger Departures,South Asia,na
1982-10,Number Of Air Passenger Departures,Middle East,na
1982-10,Number Of Air Passenger Departures,Oceania,na
1982-10,Number Of Air Passenger Departures,Europe,na
1982-10,Number Of Air Passenger Departures,North America,na
1982-10,Number Of Air Passenger Departures,Other Regions,na
1982-11,Number Of Air Passenger Departures,South East Asia,na
1982-11,Number Of Air Passenger Departures,North East Asia,na
1982-11,Number Of Air Passenger Departures,South Asia,na
1982-11,Number Of Air Passenger Departures,Middle East,na
1982-11,Number Of Air Passenger Departures,Oceania,na
1982-11,Number Of Air Passenger Departures,Europe,na
1982-11,Number Of Air Passenger Departures,North America,na
1982-11,Number Of Air Passenger Departures,Other Regions,na
1982-12,Number Of Air Passenger Departures,South East Asia,na
1982-12,Number Of Air Passenger Departures,North East Asia,na
1982-12,Number Of Air Passenger Departures,South Asia,na
1982-12,Number Of Air Passenger Departures,Middle East,na
1982-12,Number Of Air Passenger Departures,Oceania,na
1982-12,Number Of Air Passenger Departures,Europe,na
1982-12,Number Of Air Passenger Departures,North America,na
1982-12,Number Of Air Passenger Departures,Other Regions,na
1983-01,Number Of Air Passenger Departures,South East Asia,na
1983-01,Number Of Air Passenger Departures,North East Asia,na
1983-01,Number Of Air Passenger Departures,South Asia,na
1983-01,Number Of Air Passenger Departures,Middle East,na
1983-01,Number Of Air Passenger Departures,Oceania,na
1983-01,Number Of Air Passenger Departures,Europe,na
1983-01,Number Of Air Passenger Departures,North America,na
1983-01,Number Of Air Passenger Departures,Other Regions,na
1983-02,Number Of Air Passenger Departures,South East Asia,na
1983-02,Number Of Air Passenger Departures,North East Asia,na
1983-02,Number Of Air Passenger Departures,South Asia,na
1983-02,Number Of Air Passenger Departures,Middle East,na
1983-02,Number Of Air Passenger Departures,Oceania,na
1983-02,Number Of Air Passenger Departures,Europe,na
1983-02,Number Of Air Passenger Departures,North America,na
1983-02,Number Of Air Passenger Departures,Other Regions,na
1983-03,Number Of Air Passenger Departures,South East Asia,na
1983-03,Number Of Air Passenger Departures,North East Asia,na
1983-03,Number Of Air Passenger Departures,South Asia,na
1983-03,Number Of Air Passenger Departures,Middle East,na
1983-03,Number Of Air Passenger Departures,Oceania,na
1983-03,Number Of Air Passenger Departures,Europe,na
1983-03,Number Of Air Passenger Departures,North America,na
1983-03,Number Of Air Passenger Departures,Other Regions,na
1983-04,Number Of Air Passenger Departures,South East Asia,na
1983-04,Number Of Air Passenger Departures,North East Asia,na
1983-04,Number Of Air Passenger Departures,South Asia,na
1983-04,Number Of Air Passenger Departures,Middle East,na
1983-04,Number Of Air Passenger Departures,Oceania,na
1983-04,Number Of Air Passenger Departures,Europe,na
1983-04,Number Of Air Passenger Departures,North America,na
1983-04,Number Of Air Passenger Departures,Other Regions,na
1983-05,Number Of Air Passenger Departures,South East Asia,na
1983-05,Number Of Air Passenger Departures,North East Asia,na
1983-05,Number Of Air Passenger Departures,South Asia,na
1983-05,Number Of Air Passenger Departures,Middle East,na
1983-05,Number Of Air Passenger Departures,Oceania,na
1983-05,Number Of Air Passenger Departures,Europe,na
1983-05,Number Of Air Passenger Departures,North America,na
1983-05,Number Of Air Passenger Departures,Other Regions,na
1983-06,Number Of Air Passenger Departures,South East Asia,na
1983-06,Number Of Air Passenger Departures,North East Asia,na
1983-06,Number Of Air Passenger Departures,South Asia,na
1983-06,Number Of Air Passenger Departures,Middle East,na
1983-06,Number Of Air Passenger Departures,Oceania,na
1983-06,Number Of Air Passenger Departures,Europe,na
1983-06,Number Of Air Passenger Departures,North America,na
1983-06,Number Of Air Passenger Departures,Other Regions,na
1983-07,Number Of Air Passenger Departures,South East Asia,na
1983-07,Number Of Air Passenger Departures,North East Asia,na
1983-07,Number Of Air Passenger Departures,South Asia,na
1983-07,Number Of Air Passenger Departures,Middle East,na
1983-07,Number Of Air Passenger Departures,Oceania,na
1983-07,Number Of Air Passenger Departures,Europe,na
1983-07,Number Of Air Passenger Departures,North America,na
1983-07,Number Of Air Passenger Departures,Other Regions,na
1983-08,Number Of Air Passenger Departures,South East Asia,na
1983-08,Number Of Air Passenger Departures,North East Asia,na
1983-08,Number Of Air Passenger Departures,South Asia,na
1983-08,Number Of Air Passenger Departures,Middle East,na
1983-08,Number Of Air Passenger Departures,Oceania,na
1983-08,Number Of Air Passenger Departures,Europe,na
1983-08,Number Of Air Passenger Departures,North America,na
1983-08,Number Of Air Passenger Departures,Other Regions,na
1983-09,Number Of Air Passenger Departures,South East Asia,na
1983-09,Number Of Air Passenger Departures,North East Asia,na
1983-09,Number Of Air Passenger Departures,South Asia,na
1983-09,Number Of Air Passenger Departures,Middle East,na
1983-09,Number Of Air Passenger Departures,Oceania,na
1983-09,Number Of Air Passenger Departures,Europe,na
1983-09,Number Of Air Passenger Departures,North America,na
1983-09,Number Of Air Passenger Departures,Other Regions,na
1983-10,Number Of Air Passenger Departures,South East Asia,na
1983-10,Number Of Air Passenger Departures,North East Asia,na
1983-10,Number Of Air Passenger Departures,South Asia,na
1983-10,Number Of Air Passenger Departures,Middle East,na
1983-10,Number Of Air Passenger Departures,Oceania,na
1983-10,Number Of Air Passenger Departures,Europe,na
1983-10,Number Of Air Passenger Departures,North America,na
1983-10,Number Of Air Passenger Departures,Other Regions,na
1983-11,Number Of Air Passenger Departures,South East Asia,na
1983-11,Number Of Air Passenger Departures,North East Asia,na
1983-11,Number Of Air Passenger Departures,South Asia,na
1983-11,Number Of Air Passenger Departures,Middle East,na
1983-11,Number Of Air Passenger Departures,Oceania,na
1983-11,Number Of Air Passenger Departures,Europe,na
1983-11,Number Of Air Passenger Departures,North America,na
1983-11,Number Of Air Passenger Departures,Other Regions,na
