month,level_1,level_2,value
1989-04,Number Of Air Passenger Departures,Other Regions,na
1989-05,Number Of Air Passenger Departures,South East Asia,241862
1989-05,Number Of Air Passenger Departures,North East Asia,105686
1989-05,Number Of Air Passenger Departures,South Asia,28992
1989-05,Number Of Air Passenger Departures,Middle East,5648
1989-05,Number Of Air Passenger Departures,Oceania,51258
1989-05,Number Of Air Passenger Departures,Europe,64931
1989-05,Number Of Air Passenger Departures,North America,12864
1989-05,Number Of Air Passenger Departures,Other Regions,na
1989-06,Number Of Air Passenger Departures,South East Asia,243904
1989-06,Number Of Air Passenger Departures,North East Asia,106500
1989-06,Number Of Air Passenger Departures,South Asia,29789
1989-06,Number Of Air Passenger Departures,Middle East,7048
1989-06,Number Of Air Passenger Departures,Oceania,56999
1989-06,Number Of Air Passenger Departures,Europe,63072
1989-06,Number Of Air Passenger Departures,North America,13177
1989-06,Number Of Air Passenger Departures,Other Regions,na
1989-07,Number Of Air Passenger Departures,South East Asia,264523
1989-07,Number Of Air Passenger Departures,North East Asia,107576
1989-07,Number Of Air Passenger Departures,South Asia,28226
1989-07,Number Of Air Passenger Departures,Middle East,7310
1989-07,Number Of Air Passenger Departures,Oceania,72526
1989-07,Number Of Air Passenger Departures,Europe,60235
1989-07,Number Of Air Passenger Departures,North America,11869
1989-07,Number Of Air Passenger Departures,Other Regions,na
1989-08,Number Of Air Passenger Departures,South East Asia,248270
1989-08,Number Of Air Passenger Departures,North East Asia,134568
1989-08,Number Of Air Passenger Departures,South Asia,26249
1989-08,Number Of Air Passenger Departures,Middle East,6832
1989-08,Number Of Air Passenger Departures,Oceania,62506
1989-08,Number Of Air Passenger Departures,Europe,71081
1989-08,Number Of Air Passenger Departures,North America,13630
1989-08,Number Of Air Passenger Departures,Other Regions,na
1989-09,Number Of Air Passenger Departures,South East Asia,235489
1989-09,Number Of Air Passenger Departures,North East Asia,127852
1989-09,Number Of Air Passenger Departures,South Asia,25852
1989-09,Number Of Air Passenger Departures,Middle East,6383
1989-09,Number Of Air Passenger Departures,Oceania,71008
1989-09,Number Of Air Passenger Departures,Europe,62283
1989-09,Number Of Air Passenger Departures,North America,11611
1989-09,Number Of Air Passenger Departures,Other Regions,na
1989-10,Number Of Air Passenger Departures,South East Asia,248446
1989-10,Number Of Air Passenger Departures,North East Asia,117214
1989-10,Number Of Air Passenger Departures,South Asia,29943
1989-10,Number Of Air Passenger Departures,Middle East,4830
1989-10,Number Of Air Passenger Departures,Oceania,78256
1989-10,Number Of Air Passenger Departures,Europe,53838
1989-10,Number Of Air Passenger Departures,North America,9835
1989-10,Number Of Air Passenger Departures,Other Regions,na
1989-11,Number Of Air Passenger Departures,South East Asia,277111
1989-11,Number Of Air Passenger Departures,North East Asia,117530
1989-11,Number Of Air Passenger Departures,South Asia,33305
1989-11,Number Of Air Passenger Departures,Middle East,4703
1989-11,Number Of Air Passenger Departures,Oceania,77288
1989-11,Number Of Air Passenger Departures,Europe,56715
1989-11,Number Of Air Passenger Departures,North America,10702
1989-11,Number Of Air Passenger Departures,Other Regions,na
1989-12,Number Of Air Passenger Departures,South East Asia,299285
1989-12,Number Of Air Passenger Departures,North East Asia,116702
1989-12,Number Of Air Passenger Departures,South Asia,35184
1989-12,Number Of Air Passenger Departures,Middle East,4754
1989-12,Number Of Air Passenger Departures,Oceania,75823
1989-12,Number Of Air Passenger Departures,Europe,56090
1989-12,Number Of Air Passenger Departures,North America,11036
1989-12,Number Of Air Passenger Departures,Other Regions,na
1990-01,Number Of Air Passenger Departures,South East Asia,270262
1990-01,Number Of Air Passenger Departures,North East Asia,121443
1990-01,Number Of Air Passenger Departures,South Asia,33947
1990-01,Number Of Air Passenger Departures,Middle East,6261
1990-01,Number Of Air Passenger Departures,Oceania,84096
1990-01,Number Of Air Passenger Departures,Europe,62007
1990-01,Number Of Air Passenger Departures,North America,12035
1990-01,Number Of Air Passenger Departures,Other Regions,na
1990-02,Number Of Air Passenger Departures,South East Asia,240988
1990-02,Number Of Air Passenger Departures,North East Asia,125996
1990-02,Number Of Air Passenger Departures,South Asia,27355
1990-02,Number Of Air Passenger Departures,Middle East,5438
1990-02,Number Of Air Passenger Departures,Oceania,74573
1990-02,Number Of Air Passenger Departures,Europe,54461
1990-02,Number Of Air Passenger Departures,North America,9056
1990-02,Number Of Air Passenger Departures,Other Regions,na
1990-03,Number Of Air Passenger Departures,South East Asia,271204
1990-03,Number Of Air Passenger Departures,North East Asia,138786
1990-03,Number Of Air Passenger Departures,South Asia,32191
1990-03,Number Of Air Passenger Departures,Middle East,6303
1990-03,Number Of Air Passenger Departures,Oceania,63640
1990-03,Number Of Air Passenger Departures,Europe,70603
1990-03,Number Of Air Passenger Departures,North America,11456
1990-03,Number Of Air Passenger Departures,Other Regions,na
1990-04,Number Of Air Passenger Departures,South East Asia,254934
1990-04,Number Of Air Passenger Departures,North East Asia,125697
1990-04,Number Of Air Passenger Departures,South Asia,29129
1990-04,Number Of Air Passenger Departures,Middle East,5066
1990-04,Number Of Air Passenger Departures,Oceania,66549
1990-04,Number Of Air Passenger Departures,Europe,70528
1990-04,Number Of Air Passenger Departures,North America,12276
1990-04,Number Of Air Passenger Departures,Other Regions,na
1990-05,Number Of Air Passenger Departures,South East Asia,272569
1990-05,Number Of Air Passenger Departures,North East Asia,128042
1990-05,Number Of Air Passenger Departures,South Asia,30900
1990-05,Number Of Air Passenger Departures,Middle East,6343
1990-05,Number Of Air Passenger Departures,Oceania,54050
1990-05,Number Of Air Passenger Departures,Europe,71724
1990-05,Number Of Air Passenger Departures,North America,13711
1990-05,Number Of Air Passenger Departures,Other Regions,na
1990-06,Number Of Air Passenger Departures,South East Asia,275921
1990-06,Number Of Air Passenger Departures,North East Asia,133667
1990-06,Number Of Air Passenger Departures,South Asia,32562
1990-06,Number Of Air Passenger Departures,Middle East,7699
1990-06,Number Of Air Passenger Departures,Oceania,58436
1990-06,Number Of Air Passenger Departures,Europe,68075
1990-06,Number Of Air Passenger Departures,North America,14792
1990-06,Number Of Air Passenger Departures,Other Regions,na
1990-07,Number Of Air Passenger Departures,South East Asia,278726
1990-07,Number Of Air Passenger Departures,North East Asia,126275
1990-07,Number Of Air Passenger Departures,South Asia,30575
1990-07,Number Of Air Passenger Departures,Middle East,5556
1990-07,Number Of Air Passenger Departures,Oceania,72289
1990-07,Number Of Air Passenger Departures,Europe,65678
1990-07,Number Of Air Passenger Departures,North America,11953
1990-07,Number Of Air Passenger Departures,Other Regions,na
1990-08,Number Of Air Passenger Departures,South East Asia,282557
1990-08,Number Of Air Passenger Departures,North East Asia,158850
1990-08,Number Of Air Passenger Departures,South Asia,29028
1990-08,Number Of Air Passenger Departures,Middle East,4952
1990-08,Number Of Air Passenger Departures,Oceania,65750
1990-08,Number Of Air Passenger Departures,Europe,74367
1990-08,Number Of Air Passenger Departures,North America,14988
1990-08,Number Of Air Passenger Departures,Other Regions,na
1990-09,Number Of Air Passenger Departures,South East Asia,249565
1990-09,Number Of Air Passenger Departures,North East Asia,139877
1990-09,Number Of Air Passenger Departures,South Asia,29582
1990-09,Number Of Air Passenger Departures,Middle East,3249
1990-09,Number Of Air Passenger Departures,Oceania,70891
1990-09,Number Of Air Passenger Departures,Europe,68721
1990-09,Number Of Air Passenger Departures,North America,12234
1990-09,Number Of Air Passenger Departures,Other Regions,na
1990-10,Number Of Air Passenger Departures,South East Asia,267359
1990-10,Number Of Air Passenger Departures,North East Asia,136688
1990-10,Number Of Air Passenger Departures,South Asia,30150
1990-10,Number Of Air Passenger Departures,Middle East,2208
1990-10,Number Of Air Passenger Departures,Oceania,81819
1990-10,Number Of Air Passenger Departures,Europe,57283
1990-10,Number Of Air Passenger Departures,North America,10513
1990-10,Number Of Air Passenger Departures,Other Regions,na
1990-11,Number Of Air Passenger Departures,South East Asia,301184
1990-11,Number Of Air Passenger Departures,North East Asia,135189
1990-11,Number Of Air Passenger Departures,South Asia,32982
1990-11,Number Of Air Passenger Departures,Middle East,2333
1990-11,Number Of Air Passenger Departures,Oceania,73840
1990-11,Number Of Air Passenger Departures,Europe,59211
1990-11,Number Of Air Passenger Departures,North America,12721
1990-11,Number Of Air Passenger Departures,Other Regions,na
1990-12,Number Of Air Passenger Departures,South East Asia,336301
1990-12,Number Of Air Passenger Departures,North East Asia,132278
1990-12,Number Of Air Passenger Departures,South Asia,39264
1990-12,Number Of Air Passenger Departures,Middle East,3255
1990-12,Number Of Air Passenger Departures,Oceania,77520
1990-12,Number Of Air Passenger Departures,Europe,57090
1990-12,Number Of Air Passenger Departures,North America,14268
1990-12,Number Of Air Passenger Departures,Other Regions,na
1991-01,Number Of Air Passenger Departures,South East Asia,254115
1991-01,Number Of Air Passenger Departures,North East Asia,127746
1991-01,Number Of Air Passenger Departures,South Asia,31400
1991-01,Number Of Air Passenger Departures,Middle East,1880
1991-01,Number Of Air Passenger Departures,Oceania,81180
1991-01,Number Of Air Passenger Departures,Europe,61003
1991-01,Number Of Air Passenger Departures,North America,14309
1991-01,Number Of Air Passenger Departures,Other Regions,na
1991-02,Number Of Air Passenger Departures,South East Asia,245062
1991-02,Number Of Air Passenger Departures,North East Asia,106270
1991-02,Number Of Air Passenger Departures,South Asia,26312
1991-02,Number Of Air Passenger Departures,Middle East,3799
1991-02,Number Of Air Passenger Departures,Oceania,67048
1991-02,Number Of Air Passenger Departures,Europe,45588
1991-02,Number Of Air Passenger Departures,North America,9683
1991-02,Number Of Air Passenger Departures,Other Regions,na
1991-03,Number Of Air Passenger Departures,South East Asia,265123
1991-03,Number Of Air Passenger Departures,North East Asia,114473
1991-03,Number Of Air Passenger Departures,South Asia,30503
1991-03,Number Of Air Passenger Departures,Middle East,4356
1991-03,Number Of Air Passenger Departures,Oceania,60537
1991-03,Number Of Air Passenger Departures,Europe,63504
1991-03,Number Of Air Passenger Departures,North America,13519
1991-03,Number Of Air Passenger Departures,Other Regions,na
1991-04,Number Of Air Passenger Departures,South East Asia,270791
1991-04,Number Of Air Passenger Departures,North East Asia,131205
1991-04,Number Of Air Passenger Departures,South Asia,27051
1991-04,Number Of Air Passenger Departures,Middle East,4716
1991-04,Number Of Air Passenger Departures,Oceania,57063
1991-04,Number Of Air Passenger Departures,Europe,65626
1991-04,Number Of Air Passenger Departures,North America,12735
1991-04,Number Of Air Passenger Departures,Other Regions,na
1991-05,Number Of Air Passenger Departures,South East Asia,269872
1991-05,Number Of Air Passenger Departures,North East Asia,133268
1991-05,Number Of Air Passenger Departures,South Asia,30497
1991-05,Number Of Air Passenger Departures,Middle East,5753
1991-05,Number Of Air Passenger Departures,Oceania,49516
1991-05,Number Of Air Passenger Departures,Europe,65354
1991-05,Number Of Air Passenger Departures,North America,12519
1991-05,Number Of Air Passenger Departures,Other Regions,na
1991-06,Number Of Air Passenger Departures,South East Asia,327010
1991-06,Number Of Air Passenger Departures,North East Asia,156589
1991-06,Number Of Air Passenger Departures,South Asia,31404
1991-06,Number Of Air Passenger Departures,Middle East,8796
1991-06,Number Of Air Passenger Departures,Oceania,61440
1991-06,Number Of Air Passenger Departures,Europe,66496
1991-06,Number Of Air Passenger Departures,North America,14832
1991-06,Number Of Air Passenger Departures,Other Regions,na
1991-07,Number Of Air Passenger Departures,South East Asia,310754
1991-07,Number Of Air Passenger Departures,North East Asia,141917
1991-07,Number Of Air Passenger Departures,South Asia,30839
1991-07,Number Of Air Passenger Departures,Middle East,6944
1991-07,Number Of Air Passenger Departures,Oceania,66517
1991-07,Number Of Air Passenger Departures,Europe,62459
1991-07,Number Of Air Passenger Departures,North America,13004
1991-07,Number Of Air Passenger Departures,Other Regions,na
1991-08,Number Of Air Passenger Departures,South East Asia,312462
1991-08,Number Of Air Passenger Departures,North East Asia,182895
1991-08,Number Of Air Passenger Departures,South Asia,29200
1991-08,Number Of Air Passenger Departures,Middle East,9230
1991-08,Number Of Air Passenger Departures,Oceania,59207
1991-08,Number Of Air Passenger Departures,Europe,75926
1991-08,Number Of Air Passenger Departures,North America,15436
1991-08,Number Of Air Passenger Departures,Other Regions,na
1991-09,Number Of Air Passenger Departures,South East Asia,286935
1991-09,Number Of Air Passenger Departures,North East Asia,162930
1991-09,Number Of Air Passenger Departures,South Asia,28028
1991-09,Number Of Air Passenger Departures,Middle East,9452
1991-09,Number Of Air Passenger Departures,Oceania,68112
1991-09,Number Of Air Passenger Departures,Europe,67731
1991-09,Number Of Air Passenger Departures,North America,12928
1991-09,Number Of Air Passenger Departures,Other Regions,na
1991-10,Number Of Air Passenger Departures,South East Asia,290327
1991-10,Number Of Air Passenger Departures,North East Asia,155301
1991-10,Number Of Air Passenger Departures,South Asia,30838
1991-10,Number Of Air Passenger Departures,Middle East,7522
1991-10,Number Of Air Passenger Departures,Oceania,79582
1991-10,Number Of Air Passenger Departures,Europe,60380
1991-10,Number Of Air Passenger Departures,North America,9871
1991-10,Number Of Air Passenger Departures,Other Regions,na
1991-11,Number Of Air Passenger Departures,South East Asia,336635
1991-11,Number Of Air Passenger Departures,North East Asia,156750
1991-11,Number Of Air Passenger Departures,South Asia,34821
1991-11,Number Of Air Passenger Departures,Middle East,6821
1991-11,Number Of Air Passenger Departures,Oceania,76883
1991-11,Number Of Air Passenger Departures,Europe,64373
1991-11,Number Of Air Passenger Departures,North America,10680
1991-11,Number Of Air Passenger Departures,Other Regions,na
1991-12,Number Of Air Passenger Departures,South East Asia,365517
1991-12,Number Of Air Passenger Departures,North East Asia,160142
1991-12,Number Of Air Passenger Departures,South Asia,39027
1991-12,Number Of Air Passenger Departures,Middle East,6664
1991-12,Number Of Air Passenger Departures,Oceania,81967
1991-12,Number Of Air Passenger Departures,Europe,56611
1991-12,Number Of Air Passenger Departures,North America,12966
1991-12,Number Of Air Passenger Departures,Other Regions,na
1992-01,Number Of Air Passenger Departures,South East Asia,298106
1992-01,Number Of Air Passenger Departures,North East Asia,156117
1992-01,Number Of Air Passenger Departures,South Asia,34343
1992-01,Number Of Air Passenger Departures,Middle East,7418
1992-01,Number Of Air Passenger Departures,Oceania,78904
1992-01,Number Of Air Passenger Departures,Europe,65793
1992-01,Number Of Air Passenger Departures,North America,15474
1992-01,Number Of Air Passenger Departures,Other Regions,na
1992-02,Number Of Air Passenger Departures,South East Asia,311446
1992-02,Number Of Air Passenger Departures,North East Asia,176123
1992-02,Number Of Air Passenger Departures,South Asia,30546
1992-02,Number Of Air Passenger Departures,Middle East,7498
1992-02,Number Of Air Passenger Departures,Oceania,78848
1992-02,Number Of Air Passenger Departures,Europe,56290
1992-02,Number Of Air Passenger Departures,North America,11863
1992-02,Number Of Air Passenger Departures,Other Regions,na
1992-03,Number Of Air Passenger Departures,South East Asia,296828
1992-03,Number Of Air Passenger Departures,North East Asia,175020
1992-03,Number Of Air Passenger Departures,South Asia,32106
1992-03,Number Of Air Passenger Departures,Middle East,6913
1992-03,Number Of Air Passenger Departures,Oceania,62005
1992-03,Number Of Air Passenger Departures,Europe,71758
1992-03,Number Of Air Passenger Departures,North America,13101
1992-03,Number Of Air Passenger Departures,Other Regions,na
1992-04,Number Of Air Passenger Departures,South East Asia,317728
1992-04,Number Of Air Passenger Departures,North East Asia,161362
1992-04,Number Of Air Passenger Departures,South Asia,29876
1992-04,Number Of Air Passenger Departures,Middle East,7249
1992-04,Number Of Air Passenger Departures,Oceania,60801
1992-04,Number Of Air Passenger Departures,Europe,72684
1992-04,Number Of Air Passenger Departures,North America,14967
1992-04,Number Of Air Passenger Departures,Other Regions,na
1992-05,Number Of Air Passenger Departures,South East Asia,290183
1992-05,Number Of Air Passenger Departures,North East Asia,152527
1992-05,Number Of Air Passenger Departures,South Asia,33160
1992-05,Number Of Air Passenger Departures,Middle East,11147
1992-05,Number Of Air Passenger Departures,Oceania,53120
1992-05,Number Of Air Passenger Departures,Europe,75047
1992-05,Number Of Air Passenger Departures,North America,16853
1992-05,Number Of Air Passenger Departures,Other Regions,na
1992-06,Number Of Air Passenger Departures,South East Asia,330670
1992-06,Number Of Air Passenger Departures,North East Asia,178852
1992-06,Number Of Air Passenger Departures,South Asia,36666
1992-06,Number Of Air Passenger Departures,Middle East,7471
1992-06,Number Of Air Passenger Departures,Oceania,60016
1992-06,Number Of Air Passenger Departures,Europe,71811
1992-06,Number Of Air Passenger Departures,North America,18099
1992-06,Number Of Air Passenger Departures,Other Regions,na
1992-07,Number Of Air Passenger Departures,South East Asia,341506
1992-07,Number Of Air Passenger Departures,North East Asia,167705
1992-07,Number Of Air Passenger Departures,South Asia,37435
1992-07,Number Of Air Passenger Departures,Middle East,6847
1992-07,Number Of Air Passenger Departures,Oceania,73921
1992-07,Number Of Air Passenger Departures,Europe,73406
1992-07,Number Of Air Passenger Departures,North America,17248
1992-07,Number Of Air Passenger Departures,Other Regions,na
1992-08,Number Of Air Passenger Departures,South East Asia,335711
1992-08,Number Of Air Passenger Departures,North East Asia,203806
1992-08,Number Of Air Passenger Departures,South Asia,35742
1992-08,Number Of Air Passenger Departures,Middle East,9541
1992-08,Number Of Air Passenger Departures,Oceania,64243
1992-08,Number Of Air Passenger Departures,Europe,78348
1992-08,Number Of Air Passenger Departures,North America,21315
1992-08,Number Of Air Passenger Departures,Other Regions,na
1992-09,Number Of Air Passenger Departures,South East Asia,303373
1992-09,Number Of Air Passenger Departures,North East Asia,184918
1992-09,Number Of Air Passenger Departures,South Asia,32677
1992-09,Number Of Air Passenger Departures,Middle East,9558
1992-09,Number Of Air Passenger Departures,Oceania,73370
1992-09,Number Of Air Passenger Departures,Europe,74173
1992-09,Number Of Air Passenger Departures,North America,16560
1992-09,Number Of Air Passenger Departures,Other Regions,na
1992-10,Number Of Air Passenger Departures,South East Asia,311501
1992-10,Number Of Air Passenger Departures,North East Asia,156852
1992-10,Number Of Air Passenger Departures,South Asia,36837
1992-10,Number Of Air Passenger Departures,Middle East,8492
1992-10,Number Of Air Passenger Departures,Oceania,87853
1992-10,Number Of Air Passenger Departures,Europe,65421
1992-10,Number Of Air Passenger Departures,North America,13687
1992-10,Number Of Air Passenger Departures,Other Regions,na
1992-11,Number Of Air Passenger Departures,South East Asia,352648
1992-11,Number Of Air Passenger Departures,North East Asia,168252
1992-11,Number Of Air Passenger Departures,South Asia,39694
1992-11,Number Of Air Passenger Departures,Middle East,8622
1992-11,Number Of Air Passenger Departures,Oceania,89521
1992-11,Number Of Air Passenger Departures,Europe,64590
1992-11,Number Of Air Passenger Departures,North America,15076
1992-11,Number Of Air Passenger Departures,Other Regions,na
1992-12,Number Of Air Passenger Departures,South East Asia,390506
1992-12,Number Of Air Passenger Departures,North East Asia,178747
1992-12,Number Of Air Passenger Departures,South Asia,41114
1992-12,Number Of Air Passenger Departures,Middle East,7745
1992-12,Number Of Air Passenger Departures,Oceania,94222
1992-12,Number Of Air Passenger Departures,Europe,63881
1992-12,Number Of Air Passenger Departures,North America,17179
1992-12,Number Of Air Passenger Departures,Other Regions,na
1993-01,Number Of Air Passenger Departures,South East Asia,364911
1993-01,Number Of Air Passenger Departures,North East Asia,175918
1993-01,Number Of Air Passenger Departures,South Asia,35412
1993-01,Number Of Air Passenger Departures,Middle East,8266
1993-01,Number Of Air Passenger Departures,Oceania,94634
1993-01,Number Of Air Passenger Departures,Europe,71131
1993-01,Number Of Air Passenger Departures,North America,19883
1993-01,Number Of Air Passenger Departures,Other Regions,na
1993-02,Number Of Air Passenger Departures,South East Asia,293052
1993-02,Number Of Air Passenger Departures,North East Asia,176103
1993-02,Number Of Air Passenger Departures,South Asia,31403
1993-02,Number Of Air Passenger Departures,Middle East,7260
1993-02,Number Of Air Passenger Departures,Oceania,79624
1993-02,Number Of Air Passenger Departures,Europe,59158
1993-02,Number Of Air Passenger Departures,North America,16195
1993-02,Number Of Air Passenger Departures,Other Regions,na
1993-03,Number Of Air Passenger Departures,South East Asia,346936
1993-03,Number Of Air Passenger Departures,North East Asia,193694
1993-03,Number Of Air Passenger Departures,South Asia,33211
1993-03,Number Of Air Passenger Departures,Middle East,6892
1993-03,Number Of Air Passenger Departures,Oceania,77452
1993-03,Number Of Air Passenger Departures,Europe,75587
1993-03,Number Of Air Passenger Departures,North America,17868
1993-03,Number Of Air Passenger Departures,Other Regions,na
1993-04,Number Of Air Passenger Departures,South East Asia,341796
1993-04,Number Of Air Passenger Departures,North East Asia,170736
1993-04,Number Of Air Passenger Departures,South Asia,35307
1993-04,Number Of Air Passenger Departures,Middle East,9800
1993-04,Number Of Air Passenger Departures,Oceania,68296
1993-04,Number Of Air Passenger Departures,Europe,86339
1993-04,Number Of Air Passenger Departures,North America,17789
1993-04,Number Of Air Passenger Departures,Other Regions,na
1993-05,Number Of Air Passenger Departures,South East Asia,340378
1993-05,Number Of Air Passenger Departures,North East Asia,179221
1993-05,Number Of Air Passenger Departures,South Asia,35441
1993-05,Number Of Air Passenger Departures,Middle East,10528
1993-05,Number Of Air Passenger Departures,Oceania,65348
1993-05,Number Of Air Passenger Departures,Europe,83484
1993-05,Number Of Air Passenger Departures,North America,19892
1993-05,Number Of Air Passenger Departures,Other Regions,na
1993-06,Number Of Air Passenger Departures,South East Asia,371940
1993-06,Number Of Air Passenger Departures,North East Asia,193239
1993-06,Number Of Air Passenger Departures,South Asia,37967
1993-06,Number Of Air Passenger Departures,Middle East,7143
1993-06,Number Of Air Passenger Departures,Oceania,71385
1993-06,Number Of Air Passenger Departures,Europe,76112
1993-06,Number Of Air Passenger Departures,North America,22536
1993-06,Number Of Air Passenger Departures,Other Regions,na
1993-07,Number Of Air Passenger Departures,South East Asia,374087
1993-07,Number Of Air Passenger Departures,North East Asia,188267
1993-07,Number Of Air Passenger Departures,South Asia,39015
1993-07,Number Of Air Passenger Departures,Middle East,7209
1993-07,Number Of Air Passenger Departures,Oceania,83626
1993-07,Number Of Air Passenger Departures,Europe,79419
1993-07,Number Of Air Passenger Departures,North America,18773
1993-07,Number Of Air Passenger Departures,Other Regions,na
1993-08,Number Of Air Passenger Departures,South East Asia,380252
1993-08,Number Of Air Passenger Departures,North East Asia,234374
1993-08,Number Of Air Passenger Departures,South Asia,37383
1993-08,Number Of Air Passenger Departures,Middle East,11695
1993-08,Number Of Air Passenger Departures,Oceania,70095
1993-08,Number Of Air Passenger Departures,Europe,90906
1993-08,Number Of Air Passenger Departures,North America,24039
1993-08,Number Of Air Passenger Departures,Other Regions,na
1993-09,Number Of Air Passenger Departures,South East Asia,328608
1993-09,Number Of Air Passenger Departures,North East Asia,190003
1993-09,Number Of Air Passenger Departures,South Asia,36383
1993-09,Number Of Air Passenger Departures,Middle East,10704
1993-09,Number Of Air Passenger Departures,Oceania,82063
1993-09,Number Of Air Passenger Departures,Europe,84598
1993-09,Number Of Air Passenger Departures,North America,18404
1993-09,Number Of Air Passenger Departures,Other Regions,na
1993-10,Number Of Air Passenger Departures,South East Asia,343336
1993-10,Number Of Air Passenger Departures,North East Asia,183970
1993-10,Number Of Air Passenger Departures,South Asia,39540
1993-10,Number Of Air Passenger Departures,Middle East,8571
1993-10,Number Of Air Passenger Departures,Oceania,98838
1993-10,Number Of Air Passenger Departures,Europe,75169
1993-10,Number Of Air Passenger Departures,North America,15663
1993-10,Number Of Air Passenger Departures,Other Regions,na
1993-11,Number Of Air Passenger Departures,South East Asia,384422
1993-11,Number Of Air Passenger Departures,North East Asia,183528
1993-11,Number Of Air Passenger Departures,South Asia,46151
1993-11,Number Of Air Passenger Departures,Middle East,9452
1993-11,Number Of Air Passenger Departures,Oceania,95471
1993-11,Number Of Air Passenger Departures,Europe,75145
1993-11,Number Of Air Passenger Departures,North America,17327
1993-11,Number Of Air Passenger Departures,Other Regions,na
1993-12,Number Of Air Passenger Departures,South East Asia,433746
1993-12,Number Of Air Passenger Departures,North East Asia,196907
1993-12,Number Of Air Passenger Departures,South Asia,51288
1993-12,Number Of Air Passenger Departures,Middle East,8592
1993-12,Number Of Air Passenger Departures,Oceania,102912
1993-12,Number Of Air Passenger Departures,Europe,68360
1993-12,Number Of Air Passenger Departures,North America,22560
1993-12,Number Of Air Passenger Departures,Other Regions,na
1994-01,Number Of Air Passenger Departures,South East Asia,347627
1994-01,Number Of Air Passenger Departures,North East Asia,175595
1994-01,Number Of Air Passenger Departures,South Asia,40640
1994-01,Number Of Air Passenger Departures,Middle East,10271
1994-01,Number Of Air Passenger Departures,Oceania,96492
1994-01,Number Of Air Passenger Departures,Europe,75849
1994-01,Number Of Air Passenger Departures,North America,23860
1994-01,Number Of Air Passenger Departures,Other Regions,na
1994-02,Number Of Air Passenger Departures,South East Asia,351658
1994-02,Number Of Air Passenger Departures,North East Asia,198009
1994-02,Number Of Air Passenger Departures,South Asia,37582
1994-02,Number Of Air Passenger Departures,Middle East,8969
1994-02,Number Of Air Passenger Departures,Oceania,95571
1994-02,Number Of Air Passenger Departures,Europe,65221
1994-02,Number Of Air Passenger Departures,North America,16860
1994-02,Number Of Air Passenger Departures,Other Regions,na
1994-03,Number Of Air Passenger Departures,South East Asia,389645
1994-03,Number Of Air Passenger Departures,North East Asia,219543
1994-03,Number Of Air Passenger Departures,South Asia,39471
1994-03,Number Of Air Passenger Departures,Middle East,9381
1994-03,Number Of Air Passenger Departures,Oceania,87644
1994-03,Number Of Air Passenger Departures,Europe,87770
1994-03,Number Of Air Passenger Departures,North America,20801
1994-03,Number Of Air Passenger Departures,Other Regions,na
1994-04,Number Of Air Passenger Departures,South East Asia,348542
1994-04,Number Of Air Passenger Departures,North East Asia,195182
1994-04,Number Of Air Passenger Departures,South Asia,38661
1994-04,Number Of Air Passenger Departures,Middle East,11026
1994-04,Number Of Air Passenger Departures,Oceania,75758
1994-04,Number Of Air Passenger Departures,Europe,93413
1994-04,Number Of Air Passenger Departures,North America,20127
1994-04,Number Of Air Passenger Departures,Other Regions,na
1994-05,Number Of Air Passenger Departures,South East Asia,350354
1994-05,Number Of Air Passenger Departures,North East Asia,192523
1994-05,Number Of Air Passenger Departures,South Asia,38792
1994-05,Number Of Air Passenger Departures,Middle East,11746
1994-05,Number Of Air Passenger Departures,Oceania,68946
1994-05,Number Of Air Passenger Departures,Europe,83145
1994-05,Number Of Air Passenger Departures,North America,21236
1994-05,Number Of Air Passenger Departures,Other Regions,na
1994-06,Number Of Air Passenger Departures,South East Asia,376900
1994-06,Number Of Air Passenger Departures,North East Asia,201980
1994-06,Number Of Air Passenger Departures,South Asia,38974
1994-06,Number Of Air Passenger Departures,Middle East,7158
1994-06,Number Of Air Passenger Departures,Oceania,80197
1994-06,Number Of Air Passenger Departures,Europe,84244
1994-06,Number Of Air Passenger Departures,North America,24184
1994-06,Number Of Air Passenger Departures,Other Regions,na
1994-07,Number Of Air Passenger Departures,South East Asia,415709
1994-07,Number Of Air Passenger Departures,North East Asia,203922
1994-07,Number Of Air Passenger Departures,South Asia,41593
1994-07,Number Of Air Passenger Departures,Middle East,7873
1994-07,Number Of Air Passenger Departures,Oceania,94935
1994-07,Number Of Air Passenger Departures,Europe,89492
1994-07,Number Of Air Passenger Departures,North America,21078
1994-07,Number Of Air Passenger Departures,Other Regions,na
1994-08,Number Of Air Passenger Departures,South East Asia,390470
1994-08,Number Of Air Passenger Departures,North East Asia,259602
1994-08,Number Of Air Passenger Departures,South Asia,39735
1994-08,Number Of Air Passenger Departures,Middle East,11596
1994-08,Number Of Air Passenger Departures,Oceania,76700
1994-08,Number Of Air Passenger Departures,Europe,100089
1994-08,Number Of Air Passenger Departures,North America,26816
1994-08,Number Of Air Passenger Departures,Other Regions,na
1994-09,Number Of Air Passenger Departures,South East Asia,344717
1994-09,Number Of Air Passenger Departures,North East Asia,222639
1994-09,Number Of Air Passenger Departures,South Asia,39699
1994-09,Number Of Air Passenger Departures,Middle East,9790
1994-09,Number Of Air Passenger Departures,Oceania,90275
1994-09,Number Of Air Passenger Departures,Europe,94555
1994-09,Number Of Air Passenger Departures,North America,19765
