month,level_1,level_2,value
2010-12,Number Of Air Passenger Arrivals,Other Regions,na
2011-01,Number Of Air Passenger Arrivals,South East Asia,804680
2011-01,Number Of Air Passenger Arrivals,North East Asia,440448
2011-01,Number Of Air Passenger Arrivals,South Asia,169199
2011-01,Number Of Air Passenger Arrivals,Middle East,35311
2011-01,Number Of Air Passenger Arrivals,Oceania,204997
2011-01,Number Of Air Passenger Arrivals,Europe,161931
2011-01,Number Of Air Passenger Arrivals,North America,29975
2011-01,Number Of Air Passenger Arrivals,Other Regions,na
2011-02,Number Of Air Passenger Arrivals,South East Asia,763718
2011-02,Number Of Air Passenger Arrivals,North East Asia,405064
2011-02,Number Of Air Passenger Arrivals,South Asia,141115
2011-02,Number Of Air Passenger Arrivals,Middle East,31315
2011-02,Number Of Air Passenger Arrivals,Oceania,162797
2011-02,Number Of Air Passenger Arrivals,Europe,139314
2011-02,Number Of Air Passenger Arrivals,North America,20096
2011-02,Number Of Air Passenger Arrivals,Other Regions,na
2011-03,Number Of Air Passenger Arrivals,South East Asia,842755
2011-03,Number Of Air Passenger Arrivals,North East Asia,435743
2011-03,Number Of Air Passenger Arrivals,South Asia,142993
2011-03,Number Of Air Passenger Arrivals,Middle East,40205
2011-03,Number Of Air Passenger Arrivals,Oceania,187105
2011-03,Number Of Air Passenger Arrivals,Europe,136843
2011-03,Number Of Air Passenger Arrivals,North America,23466
2011-03,Number Of Air Passenger Arrivals,Other Regions,na
2011-04,Number Of Air Passenger Arrivals,South East Asia,825559
2011-04,Number Of Air Passenger Arrivals,North East Asia,434391
2011-04,Number Of Air Passenger Arrivals,South Asia,146445
2011-04,Number Of Air Passenger Arrivals,Middle East,37344
2011-04,Number Of Air Passenger Arrivals,Oceania,211523
2011-04,Number Of Air Passenger Arrivals,Europe,146056
2011-04,Number Of Air Passenger Arrivals,North America,20742
2011-04,Number Of Air Passenger Arrivals,Other Regions,na
2011-05,Number Of Air Passenger Arrivals,South East Asia,840917
2011-05,Number Of Air Passenger Arrivals,North East Asia,416112
2011-05,Number Of Air Passenger Arrivals,South Asia,158232
2011-05,Number Of Air Passenger Arrivals,Middle East,37468
2011-05,Number Of Air Passenger Arrivals,Oceania,191006
2011-05,Number Of Air Passenger Arrivals,Europe,137852
2011-05,Number Of Air Passenger Arrivals,North America,29493
2011-05,Number Of Air Passenger Arrivals,Other Regions,na
2011-06,Number Of Air Passenger Arrivals,South East Asia,897158
2011-06,Number Of Air Passenger Arrivals,North East Asia,483003
2011-06,Number Of Air Passenger Arrivals,South Asia,152301
2011-06,Number Of Air Passenger Arrivals,Middle East,44873
2011-06,Number Of Air Passenger Arrivals,Oceania,212382
2011-06,Number Of Air Passenger Arrivals,Europe,160259
2011-06,Number Of Air Passenger Arrivals,North America,32340
2011-06,Number Of Air Passenger Arrivals,Other Regions,na
2011-07,Number Of Air Passenger Arrivals,South East Asia,889606
2011-07,Number Of Air Passenger Arrivals,North East Asia,528120
2011-07,Number Of Air Passenger Arrivals,South Asia,160941
2011-07,Number Of Air Passenger Arrivals,Middle East,41005
2011-07,Number Of Air Passenger Arrivals,Oceania,195314
2011-07,Number Of Air Passenger Arrivals,Europe,201770
2011-07,Number Of Air Passenger Arrivals,North America,29646
2011-07,Number Of Air Passenger Arrivals,Other Regions,na
2011-08,Number Of Air Passenger Arrivals,South East Asia,839117
2011-08,Number Of Air Passenger Arrivals,North East Asia,472330
2011-08,Number Of Air Passenger Arrivals,South Asia,140454
2011-08,Number Of Air Passenger Arrivals,Middle East,34251
2011-08,Number Of Air Passenger Arrivals,Oceania,184326
2011-08,Number Of Air Passenger Arrivals,Europe,171223
2011-08,Number Of Air Passenger Arrivals,North America,21887
2011-08,Number Of Air Passenger Arrivals,Other Regions,na
2011-09,Number Of Air Passenger Arrivals,South East Asia,791431
2011-09,Number Of Air Passenger Arrivals,North East Asia,473452
2011-09,Number Of Air Passenger Arrivals,South Asia,144152
2011-09,Number Of Air Passenger Arrivals,Middle East,32254
2011-09,Number Of Air Passenger Arrivals,Oceania,206378
2011-09,Number Of Air Passenger Arrivals,Europe,181655
2011-09,Number Of Air Passenger Arrivals,North America,22888
2011-09,Number Of Air Passenger Arrivals,Other Regions,na
2011-10,Number Of Air Passenger Arrivals,South East Asia,826752
2011-10,Number Of Air Passenger Arrivals,North East Asia,463679
2011-10,Number Of Air Passenger Arrivals,South Asia,155424
2011-10,Number Of Air Passenger Arrivals,Middle East,33063
2011-10,Number Of Air Passenger Arrivals,Oceania,188400
2011-10,Number Of Air Passenger Arrivals,Europe,190769
2011-10,Number Of Air Passenger Arrivals,North America,24570
2011-10,Number Of Air Passenger Arrivals,Other Regions,na
2011-11,Number Of Air Passenger Arrivals,South East Asia,779906
2011-11,Number Of Air Passenger Arrivals,North East Asia,491809
2011-11,Number Of Air Passenger Arrivals,South Asia,158316
2011-11,Number Of Air Passenger Arrivals,Middle East,39736
2011-11,Number Of Air Passenger Arrivals,Oceania,206871
2011-11,Number Of Air Passenger Arrivals,Europe,156848
2011-11,Number Of Air Passenger Arrivals,North America,23783
2011-11,Number Of Air Passenger Arrivals,Other Regions,na
2011-12,Number Of Air Passenger Arrivals,South East Asia,935310
2011-12,Number Of Air Passenger Arrivals,North East Asia,586790
2011-12,Number Of Air Passenger Arrivals,South Asia,188344
2011-12,Number Of Air Passenger Arrivals,Middle East,53934
2011-12,Number Of Air Passenger Arrivals,Oceania,260191
2011-12,Number Of Air Passenger Arrivals,Europe,176488
2011-12,Number Of Air Passenger Arrivals,North America,29539
2011-12,Number Of Air Passenger Arrivals,Other Regions,na
2012-01,Number Of Air Passenger Arrivals,South East Asia,906529
2012-01,Number Of Air Passenger Arrivals,North East Asia,542664
2012-01,Number Of Air Passenger Arrivals,South Asia,187432
2012-01,Number Of Air Passenger Arrivals,Middle East,43018
2012-01,Number Of Air Passenger Arrivals,Oceania,214456
2012-01,Number Of Air Passenger Arrivals,Europe,174804
2012-01,Number Of Air Passenger Arrivals,North America,30821
2012-01,Number Of Air Passenger Arrivals,Other Regions,na
2012-02,Number Of Air Passenger Arrivals,South East Asia,847694
2012-02,Number Of Air Passenger Arrivals,North East Asia,445560
2012-02,Number Of Air Passenger Arrivals,South Asia,163127
2012-02,Number Of Air Passenger Arrivals,Middle East,34601
2012-02,Number Of Air Passenger Arrivals,Oceania,174128
2012-02,Number Of Air Passenger Arrivals,Europe,155895
2012-02,Number Of Air Passenger Arrivals,North America,22392
2012-02,Number Of Air Passenger Arrivals,Other Regions,na
2012-03,Number Of Air Passenger Arrivals,South East Asia,947792
2012-03,Number Of Air Passenger Arrivals,North East Asia,508864
2012-03,Number Of Air Passenger Arrivals,South Asia,169296
2012-03,Number Of Air Passenger Arrivals,Middle East,50789
2012-03,Number Of Air Passenger Arrivals,Oceania,211402
2012-03,Number Of Air Passenger Arrivals,Europe,165905
2012-03,Number Of Air Passenger Arrivals,North America,23909
2012-03,Number Of Air Passenger Arrivals,Other Regions,na
2012-04,Number Of Air Passenger Arrivals,South East Asia,921912
2012-04,Number Of Air Passenger Arrivals,North East Asia,507157
2012-04,Number Of Air Passenger Arrivals,South Asia,180685
2012-04,Number Of Air Passenger Arrivals,Middle East,42717
2012-04,Number Of Air Passenger Arrivals,Oceania,216987
2012-04,Number Of Air Passenger Arrivals,Europe,154100
2012-04,Number Of Air Passenger Arrivals,North America,21945
2012-04,Number Of Air Passenger Arrivals,Other Regions,na
2012-05,Number Of Air Passenger Arrivals,South East Asia,906059
2012-05,Number Of Air Passenger Arrivals,North East Asia,457799
2012-05,Number Of Air Passenger Arrivals,South Asia,183175
2012-05,Number Of Air Passenger Arrivals,Middle East,42142
2012-05,Number Of Air Passenger Arrivals,Oceania,199064
2012-05,Number Of Air Passenger Arrivals,Europe,146432
2012-05,Number Of Air Passenger Arrivals,North America,30606
2012-05,Number Of Air Passenger Arrivals,Other Regions,na
2012-06,Number Of Air Passenger Arrivals,South East Asia,961362
2012-06,Number Of Air Passenger Arrivals,North East Asia,527781
2012-06,Number Of Air Passenger Arrivals,South Asia,178919
2012-06,Number Of Air Passenger Arrivals,Middle East,51132
2012-06,Number Of Air Passenger Arrivals,Oceania,238822
2012-06,Number Of Air Passenger Arrivals,Europe,180361
2012-06,Number Of Air Passenger Arrivals,North America,36983
2012-06,Number Of Air Passenger Arrivals,Other Regions,na
2012-07,Number Of Air Passenger Arrivals,South East Asia,913176
2012-07,Number Of Air Passenger Arrivals,North East Asia,550884
2012-07,Number Of Air Passenger Arrivals,South Asia,173007
2012-07,Number Of Air Passenger Arrivals,Middle East,46993
2012-07,Number Of Air Passenger Arrivals,Oceania,211928
2012-07,Number Of Air Passenger Arrivals,Europe,208130
2012-07,Number Of Air Passenger Arrivals,North America,34782
2012-07,Number Of Air Passenger Arrivals,Other Regions,na
2012-08,Number Of Air Passenger Arrivals,South East Asia,904928
2012-08,Number Of Air Passenger Arrivals,North East Asia,532269
2012-08,Number Of Air Passenger Arrivals,South Asia,164440
2012-08,Number Of Air Passenger Arrivals,Middle East,45050
2012-08,Number Of Air Passenger Arrivals,Oceania,218510
2012-08,Number Of Air Passenger Arrivals,Europe,178094
2012-08,Number Of Air Passenger Arrivals,North America,26677
2012-08,Number Of Air Passenger Arrivals,Other Regions,na
2012-09,Number Of Air Passenger Arrivals,South East Asia,830314
2012-09,Number Of Air Passenger Arrivals,North East Asia,469796
2012-09,Number Of Air Passenger Arrivals,South Asia,157076
2012-09,Number Of Air Passenger Arrivals,Middle East,37640
2012-09,Number Of Air Passenger Arrivals,Oceania,236005
2012-09,Number Of Air Passenger Arrivals,Europe,186504
2012-09,Number Of Air Passenger Arrivals,North America,22408
2012-09,Number Of Air Passenger Arrivals,Other Regions,na
2012-10,Number Of Air Passenger Arrivals,South East Asia,907848
2012-10,Number Of Air Passenger Arrivals,North East Asia,510252
2012-10,Number Of Air Passenger Arrivals,South Asia,165541
2012-10,Number Of Air Passenger Arrivals,Middle East,41809
2012-10,Number Of Air Passenger Arrivals,Oceania,206723
2012-10,Number Of Air Passenger Arrivals,Europe,204999
2012-10,Number Of Air Passenger Arrivals,North America,27586
2012-10,Number Of Air Passenger Arrivals,Other Regions,na
2012-11,Number Of Air Passenger Arrivals,South East Asia,924145
2012-11,Number Of Air Passenger Arrivals,North East Asia,536047
2012-11,Number Of Air Passenger Arrivals,South Asia,171111
2012-11,Number Of Air Passenger Arrivals,Middle East,37622
2012-11,Number Of Air Passenger Arrivals,Oceania,239104
2012-11,Number Of Air Passenger Arrivals,Europe,159950
2012-11,Number Of Air Passenger Arrivals,North America,26340
2012-11,Number Of Air Passenger Arrivals,Other Regions,na
2012-12,Number Of Air Passenger Arrivals,South East Asia,1041096
2012-12,Number Of Air Passenger Arrivals,North East Asia,624926
2012-12,Number Of Air Passenger Arrivals,South Asia,212469
2012-12,Number Of Air Passenger Arrivals,Middle East,56056
2012-12,Number Of Air Passenger Arrivals,Oceania,283395
2012-12,Number Of Air Passenger Arrivals,Europe,179562
2012-12,Number Of Air Passenger Arrivals,North America,32846
2012-12,Number Of Air Passenger Arrivals,Other Regions,na
2013-01,Number Of Air Passenger Arrivals,South East Asia,932248
2013-01,Number Of Air Passenger Arrivals,North East Asia,527059
2013-01,Number Of Air Passenger Arrivals,South Asia,213399
2013-01,Number Of Air Passenger Arrivals,Middle East,44134
2013-01,Number Of Air Passenger Arrivals,Oceania,224888
2013-01,Number Of Air Passenger Arrivals,Europe,178088
2013-01,Number Of Air Passenger Arrivals,North America,30768
2013-01,Number Of Air Passenger Arrivals,Other Regions,10190
2013-02,Number Of Air Passenger Arrivals,South East Asia,867730
2013-02,Number Of Air Passenger Arrivals,North East Asia,534663
2013-02,Number Of Air Passenger Arrivals,South Asia,177713
2013-02,Number Of Air Passenger Arrivals,Middle East,44705
2013-02,Number Of Air Passenger Arrivals,Oceania,198570
2013-02,Number Of Air Passenger Arrivals,Europe,149448
2013-02,Number Of Air Passenger Arrivals,North America,21653
2013-02,Number Of Air Passenger Arrivals,Other Regions,7065
2013-03,Number Of Air Passenger Arrivals,South East Asia,1019264
2013-03,Number Of Air Passenger Arrivals,North East Asia,569852
2013-03,Number Of Air Passenger Arrivals,South Asia,179377
2013-03,Number Of Air Passenger Arrivals,Middle East,58573
2013-03,Number Of Air Passenger Arrivals,Oceania,228431
2013-03,Number Of Air Passenger Arrivals,Europe,163721
